product_id,p_name,p_subname,p_slug,p_creation_date,p_last_update_date,p_risk_indicator,p_recommended_horizon,available_pp,available_pm,rating,rating_repartition,reviews_nb,programmed_payment_available,programmed_payment_minimum_monthly,programmed_payment_minimum_quarterly,programmed_payment_minimum_biannually,programmed_payment_minimum_annually,is_free_management,p_lifecycle_id,createdAt,p_category_id,p_category,p_category_slug,seller_id,seller_slug,company_name
e05bd78a-8e76-454b-8070-93e6f19af81f,Laffitte Pierre,,laffitte-pierre,2020-01-01,2022-01-01,3,96,true,true,1,"0,0,0,0,0",88,false,,,,,false,2,Mon Oct 23 2023 11:22:29 GMT+0200 (heure d’été d’Europe centrale),0,SCPI,scpi,198114f3-a409-46a6-9b77-928201600ab6,test-flavien,Test · Flavien
84ff08e3-5e96-4bb1-84ff-698ece934bb1,Profil Avenir,Alphacap,alphacap-profil-avenir,2023-12-31,2024-05-01,7,60,true,true,5,"0,0,0,0,1",1,true,500,1500,3000,6000,false,2,Mon Oct 23 2023 11:22:29 GMT+0200 (heure d’été d’Europe centrale),8,Cryptomonnaie,cryptomonnaie,198114f3-a409-46a6-9b77-928201600ab6,test-flavien,Test · Flavien
3f760e58-c1ff-4d28-8a6a-fbd00a4867d5,France Valley Foncière Europe,,france-valley-fonciere-europe,2001-01-01,2023-10-24,3,120,true,true,0,"0,0,0,0,0",0,false,,,,,false,2,Tue Oct 24 2023 12:02:26 GMT+0200 (heure d’été d’Europe centrale),4,GFI,groupement-forestier,c9a0ec6f-2d70-4f66-967e-a535ccb988c2,bnp-paribas-reim,BNP Paribas REIM
baf66cc0-b076-4a2e-a24d-fe07d6f56255,Primovie,,primovie,2020-01-01,2022-01-01,3,96,true,true,4,"0,0,0,0,0",91,false,,,,,false,2,Mon Oct 23 2023 11:22:33 GMT+0200 (heure d’été d’Europe centrale),0,SCPI,scpi,198114f3-a409-46a6-9b77-928201600ab6,test-flavien,Test · Flavien
d944d5a3-d1b7-4114-ad78-89075e9bee87,Foncière Des Praticiens,,fonciere-des-praticiens,2020-01-01,2022-01-01,3,96,true,true,2,"0,0,0,0,0",47,false,,,,,false,2,Mon Oct 23 2023 11:22:33 GMT+0200 (heure d’été d’Europe centrale),0,SCPI,scpi,198114f3-a409-46a6-9b77-928201600ab6,test-flavien,Test · Flavien
c1d10025-313d-4407-9b69-c6e338c1d100,Liberalys Vie · Fonds euros,,liberalys-vie-fonds-euros,2017-03-23,2024-02-12,1,96,true,false,5,"0,0,0,0,0",6,true,100,300,600,600,false,2,Mon Feb 12 2024 14:21:47 GMT+0100 (heure normale d’Europe centrale),1,Assurance vie,assurance-vie,c9a0ec6f-2d70-4f66-967e-a535ccb988c2,bnp-paribas-reim,BNP Paribas REIM
0d616344-0dd5-4b45-bf0d-0cfb4c44eed3,Patrimmo Commerce,,patrimmo-commerce,2020-01-01,2022-01-01,3,96,true,true,1,"0,0,0,0,0",96,true,176,176,176,176,false,2,Mon Oct 23 2023 11:22:34 GMT+0200 (heure d’été d’Europe centrale),0,SCPI,scpi,198114f3-a409-46a6-9b77-928201600ab6,test-flavien,Test · Flavien
ca6564d5-3252-4291-85cf-e72889d0b3d8,Amundi Investissement Forestier,,amundi-investissement-forestier,2001-01-01,2023-10-24,2,120,true,true,0,"0,0,0,0,0",0,false,,,,,false,2,Tue Oct 24 2023 12:02:25 GMT+0200 (heure d’été d’Europe centrale),4,GFI,groupement-forestier,c9a0ec6f-2d70-4f66-967e-a535ccb988c2,bnp-paribas-reim,BNP Paribas REIM
fb78bfa1-2138-42c4-8e86-c54fe370513c,Primofamily,,primofamily,2020-01-01,2022-01-01,3,96,true,true,1,"0,0,0,0,0",68,true,204,204,204,204,false,2,Mon Oct 23 2023 11:22:34 GMT+0200 (heure d’été d’Europe centrale),0,SCPI,scpi,198114f3-a409-46a6-9b77-928201600ab6,test-flavien,Test · Flavien
21faac1d-2e1f-480e-8a9e-257ace6b6ead,24 mois · Compte à terme,,24-mois-compte-a-terme-entreprises,2023-01-01,2023-11-07,0,24,false,true,0,"0,0,0,0,0",0,false,,,,,false,2,Tue Nov 07 2023 15:56:59 GMT+0100 (heure normale d’Europe centrale),6,Compte à terme,compte-a-terme,c9a0ec6f-2d70-4f66-967e-a535ccb988c2,bnp-paribas-reim,BNP Paribas REIM
0428058f-fdce-4309-94fa-d094238e3c36,Primopierre,,primopierre,2020-01-01,2022-01-01,3,96,true,true,3,"0,0,0,0,0",61,false,,,,,false,2,Mon Oct 23 2023 11:22:33 GMT+0200 (heure d’été d’Europe centrale),0,SCPI,scpi,198114f3-a409-46a6-9b77-928201600ab6,test-flavien,Test · Flavien
78c97a94-92c2-4513-a55c-9b21b9734e29,36 mois · Compte à terme,,36-mois-compte-a-terme-particuliers,2023-01-01,2023-11-07,0,36,true,false,0,"0,0,0,0,0",0,false,,,,,false,2,Tue Nov 07 2023 15:56:58 GMT+0100 (heure normale d’Europe centrale),6,Compte à terme,compte-a-terme,c9a0ec6f-2d70-4f66-967e-a535ccb988c2,bnp-paribas-reim,BNP Paribas REIM
8ac9d0ee-c30a-4a86-abe9-fea2402b16e7,12 mois · Compte à terme,,12-mois-compte-a-terme-particuliers,2023-01-01,2023-11-07,0,12,true,false,0,"0,0,0,0,0",0,false,,,,,false,2,Tue Nov 07 2023 15:56:58 GMT+0100 (heure normale d’Europe centrale),6,Compte à terme,compte-a-terme,c9a0ec6f-2d70-4f66-967e-a535ccb988c2,bnp-paribas-reim,BNP Paribas REIM
